target_mode,candidate_id,state_date,actual_growth,actual_inflation,actual_labour,growth_lower,growth_upper,inflation_lower,inflation_upper,labour_lower,labour_upper,actual_regime,actual_family,growth_error,inflation_error,labour_error,forecast_growth,forecast_inflation,forecast_labour,forecast_regime,forecast_family,probabilities_json,primary_family,secondary_regime,family_top_probability,family_probability_margin,ambiguity_indicator,alternative_families_json,family_probabilities_json,regime_probabilities_json,threshold_family_consensus,scenario_count,forecast_family_probabilities_json,forecast_top_family
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2023-05-31,0.04001368971873376,-0.2166367854030692,-0.06686444171859057,-2.0,2.0,-0.6632852666771715,0.32507337311072326,-1.157478504377873,1.4690057983075309,balanced_expansion,benign_expansion,0.4592433193184138,0.047530838619845056,0.11831572556089545,0.49925700903714754,-0.1207098987915305,0.19791617684226656,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.1162109375, ""demand_slowdown"": 0.2294921875, ""disinflationary_expansion"": 0.228515625, ""hard_landing_risk"": 0.08203125, ""mixed_transition"": 0.1845703125, ""overheating"": 0.013671875, ""reflation"": 0.1318359375, ""stagflation_risk"": 0.013671875}",benign_expansion,balanced_expansion,0.8888888888888888,0.7777777777777777,False,"[""mixed""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.8888888888888888, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.1111111111111111}","{""balanced_expansion"": 0.7777777777777778, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.1111111111111111, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.1111111111111111, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.013671875, ""benign_expansion"": 0.3447265625, ""contraction"": 0.3115234375, ""inflationary_expansion"": 0.1455078125, ""mixed"": 0.1845703125}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2023-06-30,0.04001368971873376,-0.6598652282703117,-0.014230798558035218,-2.0,2.0,-0.8643785432167723,0.147896945596461,-1.145709159322547,1.5214645845559174,mixed_transition,mixed,0.5358457986771388,0.30162442946015605,0.1355624646185828,0.5758594883958725,-0.308263573138841,0.29129250038657756,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.083984375, ""demand_slowdown"": 0.2177734375, ""disinflationary_expansion"": 0.3740234375, ""hard_landing_risk"": 0.056640625, ""mixed_transition"": 0.185546875, ""overheating"": 0.001953125, ""reflation"": 0.0791015625, ""stagflation_risk"": 0.0009765625}",mixed,mixed_transition,0.8148148148148148,0.6296296296296295,False,"[""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.18518518518518517, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.8148148148148148}","{""balanced_expansion"": 0.07407407407407407, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.1111111111111111, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.8148148148148148, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0009765625, ""benign_expansion"": 0.4580078125, ""contraction"": 0.2744140625, ""inflationary_expansion"": 0.0810546875, ""mixed"": 0.185546875}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2023-07-31,2.0,-0.6644175682745787,0.05471246487131623,-2.0,2.0,-1.2540839640037191,-0.22669871124849017,-1.140123998194741,0.7350044904204304,disinflationary_expansion,benign_expansion,-1.5698351537257507,-0.07597376935152589,-0.5241811813702603,0.43016484627424934,-0.6041910345479053,-0.336608078736636,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0556640625, ""demand_slowdown"": 0.224609375, ""disinflationary_expansion"": 0.359375, ""hard_landing_risk"": 0.1181640625, ""mixed_transition"": 0.228515625, ""overheating"": 0.0, ""reflation"": 0.013671875, ""stagflation_risk"": 0.0}",benign_expansion,disinflationary_expansion,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 1.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 1.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0, ""benign_expansion"": 0.4150390625, ""contraction"": 0.3427734375, ""inflationary_expansion"": 0.013671875, ""mixed"": 0.228515625}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2023-08-31,2.0,-0.4693707667081415,-0.45047535060678684,-2.0,2.0,-1.064810720929295,-0.04103310544871128,-1.0753522627186554,1.5015191413227593,disinflationary_expansion,benign_expansion,-1.4518863395186892,-0.0835511464808616,0.6579935060078363,0.5481136604813108,-0.4717092506537019,0.42372480098832493,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0625, ""demand_slowdown"": 0.26171875, ""disinflationary_expansion"": 0.451171875, ""hard_landing_risk"": 0.044921875, ""mixed_transition"": 0.1435546875, ""overheating"": 0.001953125, ""reflation"": 0.0322265625, ""stagflation_risk"": 0.001953125}",benign_expansion,disinflationary_expansion,0.6296296296296297,0.2592592592592593,False,"[""mixed""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.6296296296296297, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.37037037037037035}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.6296296296296297, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.37037037037037035, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.001953125, ""benign_expansion"": 0.513671875, ""contraction"": 0.306640625, ""inflationary_expansion"": 0.0341796875, ""mixed"": 0.1435546875}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2023-09-30,2.0,0.039608852811388096,-0.3150372670263435,-2.0,2.0,-0.8530177418460645,0.12924195882670447,-1.084943741534474,1.3267412946543524,mixed_transition,mixed,-2.0618123022953236,-0.40149674432106813,0.43593604358628263,-0.06181230229532364,-0.30098254471186137,0.3337250939710984,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.09375, ""demand_slowdown"": 0.3603515625, ""disinflationary_expansion"": 0.265625, ""hard_landing_risk"": 0.0732421875, ""mixed_transition"": 0.1494140625, ""overheating"": 0.001953125, ""reflation"": 0.044921875, ""stagflation_risk"": 0.0107421875}",mixed,mixed_transition,0.8888888888888888,0.7777777777777777,False,"[""inflationary_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.1111111111111111, ""mixed"": 0.8888888888888888}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.8888888888888888, ""overheating"": 0.0, ""reflation"": 0.1111111111111111, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0107421875, ""benign_expansion"": 0.359375, ""contraction"": 0.43359375, ""inflationary_expansion"": 0.046875, ""mixed"": 0.1494140625}",contraction
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2023-10-31,1.1584800296329263,-0.8850806541003486,-0.5456482761701131,-2.0,2.0,-0.5967847421300321,0.4346275231581315,-1.0618552594214947,1.4404317190613403,disinflationary_expansion,benign_expansion,-0.7017265607429581,0.8040020446143984,0.7349365059900359,0.45675346888996815,-0.009027422601947058,0.3995565104033498,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.125, ""demand_slowdown"": 0.2158203125, ""disinflationary_expansion"": 0.2060546875, ""hard_landing_risk"": 0.0595703125, ""mixed_transition"": 0.1611328125, ""overheating"": 0.029296875, ""reflation"": 0.177734375, ""stagflation_risk"": 0.025390625}",benign_expansion,disinflationary_expansion,0.5555555555555556,0.11111111111111116,True,"[""mixed""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.5555555555555556, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.4444444444444444}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.5555555555555556, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.4444444444444444, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.025390625, ""benign_expansion"": 0.3310546875, ""contraction"": 0.275390625, ""inflationary_expansion"": 0.20703125, ""mixed"": 0.1611328125}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2023-11-30,1.1584800296329263,-0.9492036894794591,-0.11703500725671337,-2.0,2.0,-0.9813766244820152,0.032624809555726525,-1.1912414995241678,0.8687925013055066,disinflationary_expansion,benign_expansion,-0.6569689139089347,0.4748277820163147,-0.18459739574011622,0.5015111157239915,-0.413837774363224,-0.1815760102029495,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0810546875, ""demand_slowdown"": 0.2294921875, ""disinflationary_expansion"": 0.357421875, ""hard_landing_risk"": 0.0869140625, ""mixed_transition"": 0.2080078125, ""overheating"": 0.0, ""reflation"": 0.0322265625, ""stagflation_risk"": 0.0048828125}",benign_expansion,disinflationary_expansion,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 1.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 1.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0048828125, ""benign_expansion"": 0.4384765625, ""contraction"": 0.31640625, ""inflationary_expansion"": 0.0322265625, ""mixed"": 0.2080078125}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2023-12-31,1.1584800296329263,-0.6192510803623152,-0.0619407427064956,-2.0,2.0,-1.1619049547188567,-0.13668187002899362,-1.056493872859443,1.1996230380500348,disinflationary_expansion,benign_expansion,-0.5964335565404131,-0.030042332011609885,0.13350532530179132,0.5620464730925132,-0.5748039467474125,0.2333463983564878,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0546875, ""demand_slowdown"": 0.2705078125, ""disinflationary_expansion"": 0.431640625, ""hard_landing_risk"": 0.0693359375, ""mixed_transition"": 0.15625, ""overheating"": 0.001953125, ""reflation"": 0.015625, ""stagflation_risk"": 0.0}",benign_expansion,disinflationary_expansion,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 1.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 1.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0, ""benign_expansion"": 0.486328125, ""contraction"": 0.33984375, ""inflationary_expansion"": 0.017578125, ""mixed"": 0.15625}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-01-31,-0.7569015408958251,0.5152735423001659,0.3637475154856922,-2.0,2.0,-0.9149797239506209,0.0833117112627878,-1.0097014828619038,1.2820679555924464,stagflation_risk,adverse_supply,1.3676439259434718,-0.9311075486440824,-0.22756427912042093,0.6107423850476468,-0.37797812071310605,0.2510136908693811,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0849609375, ""demand_slowdown"": 0.2421875, ""disinflationary_expansion"": 0.390625, ""hard_landing_risk"": 0.0595703125, ""mixed_transition"": 0.1630859375, ""overheating"": 0.00390625, ""reflation"": 0.0546875, ""stagflation_risk"": 0.0009765625}",mixed,mixed_transition,0.7777777777777778,0.5555555555555556,False,"[""adverse_supply""]","{""adverse_supply"": 0.2222222222222222, ""benign_expansion"": 0.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.7777777777777778}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.7777777777777778, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.2222222222222222}",False,81,"{""adverse_supply"": 0.0009765625, ""benign_expansion"": 0.4755859375, ""contraction"": 0.3017578125, ""inflationary_expansion"": 0.05859375, ""mixed"": 0.1630859375}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-02-29,-0.7569015408958251,-0.03764014329521299,-0.6811179701260944,-2.0,2.0,-0.5561508939883152,0.45410343335356046,-1.2239346413322874,1.5791415115039782,hard_landing_risk,contraction,1.473718462793963,-0.013383587022164377,0.850801187064737,0.716816921898138,-0.002524103975907254,0.2432201105989582,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.115234375, ""demand_slowdown"": 0.169921875, ""disinflationary_expansion"": 0.2041015625, ""hard_landing_risk"": 0.0517578125, ""mixed_transition"": 0.1943359375, ""overheating"": 0.03515625, ""reflation"": 0.208984375, ""stagflation_risk"": 0.0205078125}",contraction,demand_slowdown,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 0.0, ""contraction"": 1.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.5925925925925926, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.4074074074074074, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0205078125, ""benign_expansion"": 0.3193359375, ""contraction"": 0.2216796875, ""inflationary_expansion"": 0.244140625, ""mixed"": 0.1943359375}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-03-31,-0.7569015408958251,0.0888003350023283,0.06722820823995487,-2.0,2.0,-0.7199017567813125,0.3146544879303131,-1.35881988041895,1.4050899362691829,demand_slowdown,contraction,0.931834761002055,-0.291423969427828,-0.06948278086769388,0.17493322010622991,-0.17357917210270185,0.06176858773947257,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.11328125, ""demand_slowdown"": 0.2734375, ""disinflationary_expansion"": 0.224609375, ""hard_landing_risk"": 0.1025390625, ""mixed_transition"": 0.1865234375, ""overheating"": 0.013671875, ""reflation"": 0.0732421875, ""stagflation_risk"": 0.0126953125}",contraction,demand_slowdown,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 0.0, ""contraction"": 1.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 1.0, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0126953125, ""benign_expansion"": 0.337890625, ""contraction"": 0.3759765625, ""inflationary_expansion"": 0.0869140625, ""mixed"": 0.1865234375}",contraction
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-04-30,0.9089069606506257,-0.24988138489848077,-0.8796954271224214,-2.0,2.0,-0.8016263980286,0.2644764407149564,-1.382843724911179,1.4613948890266868,mixed_transition,mixed,-0.13109537176360897,-0.018693593758341065,0.9189710091801754,0.7778115888870167,-0.22183094167631234,0.11352660763368208,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.091796875, ""demand_slowdown"": 0.166015625, ""disinflationary_expansion"": 0.3173828125, ""hard_landing_risk"": 0.0546875, ""mixed_transition"": 0.240234375, ""overheating"": 0.0078125, ""reflation"": 0.1162109375, ""stagflation_risk"": 0.005859375}",mixed,mixed_transition,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 0.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 1.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 1.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.005859375, ""benign_expansion"": 0.4091796875, ""contraction"": 0.220703125, ""inflationary_expansion"": 0.1240234375, ""mixed"": 0.240234375}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-05-31,0.9089069606506257,-1.044990337242435,-0.25398533524785666,-2.0,2.0,-1.07460569635411,0.05851086841674824,-1.1588627367174276,1.3696263947508642,disinflationary_expansion,benign_expansion,-0.49289957535893336,0.5369429232737541,0.3593671642645749,0.41600738529169234,-0.4563348597141721,0.20481343465364782,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.09375, ""demand_slowdown"": 0.2509765625, ""disinflationary_expansion"": 0.3662109375, ""hard_landing_risk"": 0.0654296875, ""mixed_transition"": 0.166015625, ""overheating"": 0.00390625, ""reflation"": 0.05078125, ""stagflation_risk"": 0.0029296875}",benign_expansion,disinflationary_expansion,1.0,1.0,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 1.0, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.0}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 1.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.0, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0029296875, ""benign_expansion"": 0.4599609375, ""contraction"": 0.31640625, ""inflationary_expansion"": 0.0546875, ""mixed"": 0.166015625}",benign_expansion
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-06-30,0.9089069606506257,-0.8716346993520763,-0.6069699745917517,-2.0,2.0,-1.262123291736671,-0.1760790451874361,-1.2640725132149713,0.9449633772481467,disinflationary_expansion,benign_expansion,-0.7480964634016414,0.15253353089002275,0.2850364490086481,0.16081049724898433,-0.6958952913776782,-0.282823192614248,disinflationary_expansion,benign_expansion,"{""balanced_expansion"": 0.0400390625, ""demand_slowdown"": 0.2666015625, ""disinflationary_expansion"": 0.3408203125, ""hard_landing_risk"": 0.13671875, ""mixed_transition"": 0.201171875, ""overheating"": 0.0, ""reflation"": 0.013671875, ""stagflation_risk"": 0.0009765625}",mixed,mixed_transition,0.6666666666666666,0.3333333333333333,False,"[""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.3333333333333333, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.6666666666666666}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.3333333333333333, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.6666666666666666, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0009765625, ""benign_expansion"": 0.380859375, ""contraction"": 0.4033203125, ""inflationary_expansion"": 0.013671875, ""mixed"": 0.201171875}",contraction
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-07-31,0.028246300438284144,-0.7774195034448748,-0.8207613405989818,-1.7245303440650812,1.5134427023762287,-1.2857644359147204,-0.2100748353658941,-1.3358759359709511,0.5952750491734786,mixed_transition,mixed,-0.13379012128271053,0.02949986780456748,0.21791506796053361,-0.0922518721757466,-0.7354714853171551,-0.550411656473568,mixed_transition,mixed,"{""balanced_expansion"": 0.0400390625, ""demand_slowdown"": 0.267578125, ""disinflationary_expansion"": 0.2578125, ""hard_landing_risk"": 0.197265625, ""mixed_transition"": 0.228515625, ""overheating"": 0.0009765625, ""reflation"": 0.0078125, ""stagflation_risk"": 0.0}",mixed,mixed_transition,0.9629629629629629,0.9259259259259258,False,[],"{""adverse_supply"": 0.0, ""benign_expansion"": 0.037037037037037035, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.9629629629629629}","{""balanced_expansion"": 0.0, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.037037037037037035, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.9629629629629629, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0, ""benign_expansion"": 0.2978515625, ""contraction"": 0.46484375, ""inflationary_expansion"": 0.0087890625, ""mixed"": 0.228515625}",contraction
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-08-31,0.028246300438284144,-0.5938584056128889,-0.3293902137001177,-2.0,1.5687036819192657,-1.1830300897684776,-0.1379733603830433,-1.2780014613233703,0.8613079132819981,balanced_expansion,benign_expansion,-0.3216000651436848,-0.0666433194628715,0.12104343967943165,-0.2864051793674042,-0.6466432440685905,-0.14046375209429585,demand_slowdown,contraction,"{""balanced_expansion"": 0.0390625, ""demand_slowdown"": 0.3544921875, ""disinflationary_expansion"": 0.26171875, ""hard_landing_risk"": 0.16796875, ""mixed_transition"": 0.1630859375, ""overheating"": 0.0009765625, ""reflation"": 0.01171875, ""stagflation_risk"": 0.0009765625}",mixed,mixed_transition,0.7407407407407407,0.48148148148148145,False,"[""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.25925925925925924, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.7407407407407407}","{""balanced_expansion"": 0.14814814814814814, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.1111111111111111, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.7407407407407407, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0009765625, ""benign_expansion"": 0.30078125, ""contraction"": 0.5224609375, ""inflationary_expansion"": 0.0126953125, ""mixed"": 0.1630859375}",contraction
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-09-30,0.028246300438284144,-0.2909545234888114,-0.2894275913095687,-2.0,1.6035124361470026,-1.15882352454016,-0.10440385233499838,-1.3251329160983487,0.7264996963775638,balanced_expansion,benign_expansion,-0.3533270170682564,-0.34065916494876775,-0.009889018550823747,-0.3192037230261263,-0.6314703849638422,-0.20733069340958296,demand_slowdown,contraction,"{""balanced_expansion"": 0.0517578125, ""demand_slowdown"": 0.3740234375, ""disinflationary_expansion"": 0.2216796875, ""hard_landing_risk"": 0.1689453125, ""mixed_transition"": 0.171875, ""overheating"": 0.0, ""reflation"": 0.01171875, ""stagflation_risk"": 0.0}",benign_expansion,balanced_expansion,0.8888888888888888,0.7777777777777777,False,"[""mixed""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.8888888888888888, ""contraction"": 0.0, ""inflationary_expansion"": 0.0, ""mixed"": 0.1111111111111111}","{""balanced_expansion"": 0.7777777777777778, ""demand_slowdown"": 0.0, ""disinflationary_expansion"": 0.1111111111111111, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.1111111111111111, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",True,81,"{""adverse_supply"": 0.0, ""benign_expansion"": 0.2734375, ""contraction"": 0.54296875, ""inflationary_expansion"": 0.01171875, ""mixed"": 0.171875}",contraction
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-10-31,-0.16248039817660434,-0.2411901202229968,-0.49116576310966004,-1.9791509594351553,2.0,-1.0162439455388692,0.08694750748323482,-1.265007425173392,0.9013163272803686,balanced_expansion,benign_expansion,0.18216577067374706,-0.22345809880482037,0.30932021416314837,0.02089304245572119,-0.4474305238468627,-0.15308694190876665,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.0849609375, ""demand_slowdown"": 0.294921875, ""disinflationary_expansion"": 0.2939453125, ""hard_landing_risk"": 0.1240234375, ""mixed_transition"": 0.1611328125, ""overheating"": 0.0029296875, ""reflation"": 0.0341796875, ""stagflation_risk"": 0.00390625}",benign_expansion,balanced_expansion,0.5555555555555556,0.22222222222222227,True,"[""mixed"", ""contraction""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.5555555555555556, ""contraction"": 0.1111111111111111, ""inflationary_expansion"": 0.0, ""mixed"": 0.3333333333333333}","{""balanced_expansion"": 0.5555555555555556, ""demand_slowdown"": 0.1111111111111111, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.3333333333333333, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.00390625, ""benign_expansion"": 0.37890625, ""contraction"": 0.4189453125, ""inflationary_expansion"": 0.037109375, ""mixed"": 0.1611328125}",contraction
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-11-30,-0.16248039817660434,-0.6617392046302683,-0.18869823723112641,-2.0,2.0,-0.8898142189076926,0.23500015557074985,-1.2885909104355249,0.3553188159669926,demand_slowdown,contraction,0.03258847072929058,0.3343321729617969,-0.47830166445732025,-0.11328166901743848,-0.3178869916628606,-0.6051695161112159,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.0712890625, ""demand_slowdown"": 0.23046875, ""disinflationary_expansion"": 0.1904296875, ""hard_landing_risk"": 0.228515625, ""mixed_transition"": 0.20703125, ""overheating"": 0.0, ""reflation"": 0.0625, ""stagflation_risk"": 0.009765625}",mixed,mixed_transition,0.6296296296296297,0.3703703703703704,False,"[""contraction"", ""benign_expansion""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.1111111111111111, ""contraction"": 0.25925925925925924, ""inflationary_expansion"": 0.0, ""mixed"": 0.6296296296296297}","{""balanced_expansion"": 0.1111111111111111, ""demand_slowdown"": 0.25925925925925924, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.6296296296296297, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.009765625, ""benign_expansion"": 0.26171875, ""contraction"": 0.458984375, ""inflationary_expansion"": 0.0625, ""mixed"": 0.20703125}",contraction
fixed_horizon_90d,expanding_robust_z__policy__equal__sensitive,2024-12-31,-0.16248039817660434,-0.32580086042193884,-0.4388011273258146,-2.0,2.0,-1.0357828127181214,0.1054470583087124,-1.1566501087194534,1.1413439624133723,balanced_expansion,benign_expansion,-0.16856438757613765,-0.1393670167827657,0.43114805417277424,-0.2937209919304369,-0.4724724074625157,0.1352188222150182,balanced_expansion,benign_expansion,"{""balanced_expansion"": 0.0712890625, ""demand_slowdown"": 0.41015625, ""disinflationary_expansion"": 0.25, ""hard_landing_risk"": 0.1015625, ""mixed_transition"": 0.12890625, ""overheating"": 0.0009765625, ""reflation"": 0.0302734375, ""stagflation_risk"": 0.0068359375}",benign_expansion,balanced_expansion,0.4691358024691358,0.04938271604938271,True,"[""mixed"", ""contraction""]","{""adverse_supply"": 0.0, ""benign_expansion"": 0.4691358024691358, ""contraction"": 0.1111111111111111, ""inflationary_expansion"": 0.0, ""mixed"": 0.41975308641975306}","{""balanced_expansion"": 0.4691358024691358, ""demand_slowdown"": 0.1111111111111111, ""disinflationary_expansion"": 0.0, ""hard_landing_risk"": 0.0, ""mixed_transition"": 0.41975308641975306, ""overheating"": 0.0, ""reflation"": 0.0, ""stagflation_risk"": 0.0}",False,81,"{""adverse_supply"": 0.0068359375, ""benign_expansion"": 0.3212890625, ""contraction"": 0.51171875, ""inflationary_expansion"": 0.03125, ""mixed"": 0.12890625}",contraction
